Date,Close,ticker,High,Low,Open,Volume,Daily_Change_USD,Daily_Return_Pct,EMA_20,SMA_50,SMA_200,RSI_14,ATR_14,OBV,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,STOCHk_14_3_3,STOCHd_14_3_3,Target_Forward_Return,Target_Direction
2023-05-01,16.079999923706055,^VIX,16.6200008392334,15.529999732971191,16.40999984741211,0,0.3000001907348633,0.01901141925294425,17.860991244367924,20.04160005569458,22.809300045967102,38.86906561745399,1.7848166029723032,0.0,-0.9642107530077482,-0.02605236014699086,-0.9381583928607573,15.515536942108554,17.73099989891052,19.94646285571249,24.98971258736623,0.12739165416069653,11.977654254519871,31.726739389271838,0.10572144098292036,1
2023-05-02,17.780000686645508,^VIX,19.809999465942383,16.260000228881836,16.270000457763672,0,1.7000007629394531,0.10572144098292036,17.85327785791817,19.996800060272218,22.777050051689148,47.785631412193275,1.923758241491162,0.0,-0.8525512898688596,0.06848568239351815,-0.9210369722623778,15.508770279429937,17.692499971389772,19.876229663349605,24.685371716728607,0.5200346946734986,21.91035125983018,21.561319307698884,0.031496031738794894,1
2023-05-03,18.34000015258789,^VIX,18.829999923706055,17.190000534057617,17.81999969482422,0,0.5599994659423828,0.031496031738794894,17.899632362172426,19.906200046539308,22.742250056266784,50.3544874318049,1.9034897520738248,0.0,-0.7106807982191263,0.1682849392346013,-0.8789657374537276,15.536704793060728,17.659499979019166,19.782295164977604,24.041396285064476,0.6602839920850583,43.072895272113264,25.653633595487776,0.09541984653435587,1
2023-05-04,20.09000015258789,^VIX,21.329999923706055,18.670000076293945,19.170000076293945,0,1.75,0.09541984653435587,18.10823881840247,19.86220003128052,22.720200057029725,57.40671040565763,1.9810976105769917,0.0,-0.4518286375451872,0.34170967992683243,-0.7935383174720196,15.413489464234965,17.709999990463256,20.006510516691545,25.93461916956464,1.0181774990671317,65.15994158102974,43.3810627043244,-0.14435040301165503,0
2023-05-05,17.190000534057617,^VIX,19.6299991607666,16.690000534057617,19.5,0,-2.8999996185302734,-0.14435040301165503,18.020787553226768,19.783200054168702,22.68675006389618,45.79686661041091,2.082447754002226,0.0,-0.4752141947626569,0.2546592981674902,-0.7298734929301471,15.365166521006131,17.649500036239623,19.933833551473114,25.885532287521823,0.399423727070117,57.37915575814127,55.20399753709477,-0.01221646220459538,0
2023-05-08,16.979999542236328,^VIX,17.8799991607666,16.829999923706055,17.729999542236328,0,-0.21000099182128906,-0.01221646220459538,17.92166488551339,19.68940004348755,22.6561000585556,45.08579790743987,2.008701431363535,0.0,-0.5048728820183577,0.18000048872943164,-0.6848733707477893,15.332009711354353,17.550000047683717,19.767990384013082,25.276243080376506,0.37150518735110805,44.080464239872526,55.53985385968119,0.042991729205911655,1
2023-05-09,17.709999084472656,^VIX,17.860000610351562,17.219999313354492,17.290000915527344,0,0.7299995422363281,0.042991729205911655,17.901506237795225,19.62460000991821,22.62950005054474,48.102340729087274,1.9280799768457992,0.0,-0.46412262641900526,0.1766005954630272,-0.6407232218820325,15.376983919809565,17.480499982833862,19.58401604585816,24.06700111655828,0.5545513071359282,30.402297631549896,43.95397254318791,-0.0434781812659798,0
2023-05-10,16.940000534057617,^VIX,18.309999465942383,16.360000610351562,17.579999923706055,0,-0.7699985504150391,-0.0434781812659798,17.809934266010693,19.549400005340576,22.59740005016327,45.277100218625485,1.9296456110418723,0.0,-0.4883310270347394,0.12191375587783448,-0.6102447829125739,15.393382711787293,17.37300000190735,19.352617292027407,22.789584871959,0.39063556122419174,28.965516069603513,34.482759313675324,-0.0005903322648502796,0
2023-05-11,16.93000030517578,^VIX,18.190000534057617,16.6299991607666,16.799999237060547,0,-0.010000228881835938,-0.0005903322648502796,17.726131031645462,19.47640001296997,22.55860004901886,45.23993677755118,1.9032424512025254,0.0,-0.5025304357808338,0.08617147770539213,-0.5887019134862259,15.351091677140385,17.32950005531311,19.30790843348584,22.83283847610087,0.3990350641088794,28.6781641419236,29.34865928102568,0.005906696967935332,1
2023-05-12,17.030000686645508,^VIX,17.920000076293945,16.3799991607666,16.829999923706055,0,0.10000038146972656,0.005906696967935332,17.659832903550228,19.425200023651122,22.527550053596496,45.719731758279934,1.8772966272257268,0.0,-0.49995124769223054,0.07100053263519635,-0.5709517803274269,15.347965917635571,17.327500104904175,19.30703429217278,22.84846833396746,0.4248562060276507,24.770127501319095,27.471269237615413,0.005284800291198266,1
