Date,ticker,llm_positive,llm_negative,llm_neutral,llm_confidence,llm_score,llm_relevance,llm_impact_magnitude,llm_uncertainty,news_count
2023-05-01,NVDA,0.3317888888888889,0.1024111111111111,0.5658,0.702388888888889,0.08016666666666666,0.4166666666666667,0.5535222222222222,0.46861111111111114,9
2023-05-02,NVDA,0.276025,0.09037500000000001,0.633625,0.7115375,0.05335,0.39375,0.3784875,0.4709375,8
2023-05-03,NVDA,0.20760666666666666,0.16676666666666667,0.6256533333333334,0.74248,0.005499999999999997,0.4533333333333333,0.34595333333333333,0.5406666666666666,15
2023-05-04,NVDA,0.20843636363636364,0.09690909090909092,0.6946909090909091,0.7297090909090909,0.03871818181818181,0.4227272727272728,0.21496363636363636,0.5515909090909091,11
2023-05-05,NVDA,0.0828375,0.366325,0.5508375,0.6956125,-0.137225,0.53125,0.47062499999999996,0.43562500000000004,8
2023-05-06,NVDA,0.1423,0.1423,0.7154,0.7154,0.0,0.975,0.3345,0.46,2
2023-05-07,NVDA,0.20468000000000003,0.08975999999999999,0.7056,0.70892,0.06978,0.4,0.22999999999999998,0.513,5
2023-05-08,NVDA,0.3317909090909091,0.12204545454545455,0.5461999999999999,0.7118454545454544,0.1188090909090909,0.4636363636363636,0.40169090909090904,0.4475,11
2023-05-09,NVDA,0.23535454545454548,0.08300909090909091,0.6816727272727273,0.7686272727272727,0.03416363636363637,0.3181818181818182,0.30454545454545456,0.5463636363636364,11
2023-05-10,NVDA,0.353425,0.2583375,0.3882375,0.8018,0.17595,0.525,0.617375,0.43875000000000003,8
2023-05-11,NVDA,0.3288153846153846,0.11780769230769231,0.5534,0.7667692307692308,0.11875384615384615,0.5961538461538461,0.43706153846153845,0.4211538461538462,13
2023-05-12,NVDA,0.41853636363636365,0.07634545454545455,0.5051272727272728,0.8055090909090908,0.25893636363636363,0.6181818181818182,0.47979090909090905,0.4659090909090909,11
2023-05-13,NVDA,0.1053,0.1053,0.7895,0.7895,0.0,0.25,0.175,0.66,1
2023-05-14,NVDA,0.18905,0.10325000000000001,0.7077,0.7077,0.01655,0.625,0.345,0.40875,2
2023-05-15,NVDA,0.2305125,0.090675,0.678875,0.766025,0.057050000000000003,0.34375,0.2735375,0.5971875,8
2023-05-16,NVDA,0.13240000000000002,0.14856153846153847,0.7190615384615384,0.7190615384615384,-0.007946153846153846,0.5115384615384616,0.2926692307692308,0.5221153846153846,13
2023-05-17,NVDA,0.3553888888888889,0.06978888888888889,0.5748444444444444,0.6934777777777777,0.19465555555555555,0.5,0.42204444444444444,0.4419444444444445,9
2023-05-18,NVDA,0.3882913043478261,0.10726521739130435,0.5044391304347826,0.7986521739130434,0.2315478260869565,0.5760869565217391,0.48557826086956524,0.4244565217391304,23
2023-05-19,NVDA,0.21242105263157898,0.14166315789473685,0.6459473684210526,0.7413157894736843,0.06121578947368421,0.6421052631578947,0.34494736842105267,0.5034210526315789,19
2023-05-20,NVDA,0.148925,0.102525,0.7485999999999999,0.7485999999999999,0.009,0.4375,0.202075,0.56875,4
2023-05-21,NVDA,0.2992909090909091,0.16295454545454546,0.5377636363636363,0.7381636363636364,0.09765454545454545,0.5818181818181819,0.3958727272727272,0.4090909090909091,11
2023-05-22,NVDA,0.31170384615384616,0.14536538461538462,0.5429461538461539,0.7643807692307691,0.1588846153846154,0.7307692307692307,0.49801153846153845,0.43240384615384614,26
2023-05-23,NVDA,0.20545882352941175,0.1034235294117647,0.6911499999999999,0.7179529411764706,0.03600882352941176,0.4852941176470588,0.2993147058823529,0.5105882352941177,34
2023-05-24,NVDA,0.3393,0.1393516129032258,0.521367741935484,0.7718580645161289,0.18601612903225806,0.7903225806451613,0.5141387096774194,0.4317741935483871,31
2023-05-25,NVDA,0.5124761194029851,0.08990895522388061,0.39762686567164174,0.7956268656716419,0.3804746268656717,0.7723880597014925,0.5913686567164179,0.3477985074626866,67
2023-05-26,NVDA,0.3455657894736842,0.12051052631578947,0.5339394736842106,0.7543078947368421,0.1750657894736842,0.6,0.4798315789473684,0.41388157894736843,38
2023-05-27,NVDA,0.2300111111111111,0.22335555555555558,0.5466500000000001,0.73995,-0.06546666666666666,0.6222222222222222,0.45123888888888886,0.44555555555555554,18
2023-05-28,NVDA,0.22956363636363636,0.1400818181818182,0.6303636363636363,0.6558090909090909,0.06322727272727273,0.7227272727272728,0.37550909090909096,0.43795454545454543,11
2023-05-29,NVDA,0.22936666666666666,0.13656190476190477,0.6340809523809524,0.6784952380952382,0.055719047619047626,0.8214285714285714,0.40317619047619047,0.4015476190476191,21
2023-05-30,NVDA,0.3406,0.09625121951219512,0.5631658536585366,0.7169,0.17627073170731708,0.6756097560975609,0.3961560975609756,0.44189024390243903,41
2023-05-31,NVDA,0.3396,0.14645555555555556,0.5139511111111111,0.7507266666666667,0.13972,0.6333333333333333,0.4703355555555555,0.418,45
2023-06-01,NVDA,0.3406763157894737,0.09546052631578948,0.5638894736842106,0.7505868421052632,0.16811315789473685,0.6802631578947369,0.4529894736842105,0.42875,38
2023-06-02,NVDA,0.20114285714285715,0.13436785714285715,0.6645107142857143,0.6923357142857143,0.03647142857142858,0.6357142857142858,0.35169285714285714,0.47285714285714286,28
2023-06-03,NVDA,0.21756999999999999,0.19514,0.587315,0.70309,-0.011175000000000008,0.585,0.45461999999999997,0.44762500000000005,20
2023-06-04,NVDA,0.21825,0.116875,0.6648875,0.6749499999999999,0.053525,0.4875,0.3355875,0.50125,8
2023-06-05,NVDA,0.3280222222222222,0.13253888888888887,0.5394722222222222,0.7516611111111111,0.15608333333333332,0.47777777777777775,0.41020555555555555,0.4280555555555556,18
2023-06-06,NVDA,0.45012777777777774,0.07141111111111112,0.47849444444444444,0.7545722222222222,0.14352222222222222,0.4222222222222222,0.4569555555555555,0.4311111111111111,18
2023-06-07,NVDA,0.2833590909090909,0.1368590909090909,0.5798090909090908,0.7548045454545455,0.13280454545454548,0.5795454545454546,0.3874954545454546,0.46954545454545454,22
2023-06-08,NVDA,0.27624,0.096752,0.627012,0.710904,0.06638,0.434,0.328748,0.47450000000000003,25
2023-06-09,NVDA,0.2214266666666667,0.10929333333333334,0.6693,0.6985533333333334,0.058973333333333336,0.5966666666666666,0.3061466666666667,0.48033333333333333,15
2023-06-10,NVDA,0.2132166666666667,0.09876666666666667,0.6880666666666667,0.7085166666666667,0.022116666666666663,0.5,0.28221666666666667,0.5,6
2023-06-11,NVDA,0.3,0.0833,0.6167400000000001,0.64602,0.09848,0.54,0.3588,0.43600000000000005,5
2023-06-12,NVDA,0.3385636363636364,0.0797318181818182,0.5817318181818182,0.7197727272727272,0.1090681818181818,0.4840909090909091,0.3882136363636363,0.4470454545454546,22
2023-06-13,NVDA,0.23922857142857143,0.09412857142857144,0.6666749999999999,0.7111821428571429,0.08119285714285715,0.525,0.31799642857142857,0.47160714285714284,28
2023-06-14,NVDA,0.2704052631578947,0.1354263157894737,0.5941947368421052,0.7170052631578947,0.10942631578947368,0.5789473684210527,0.38236315789473685,0.4403947368421052,19
2023-06-15,NVDA,0.25894,0.10854285714285714,0.6325428571428571,0.7424828571428571,0.09394,0.5171428571428572,0.34520285714285714,0.5394285714285714,35
2023-06-16,NVDA,0.2896666666666667,0.09668333333333333,0.6136547619047619,0.7582428571428571,0.13113095238095238,0.4547619047619048,0.4092166666666667,0.5619642857142857,42
2023-06-17,NVDA,0.20800999999999997,0.17404999999999998,0.61799,0.73425,-0.04008,0.515,0.31796,0.5,10
2023-06-18,NVDA,0.19716250000000002,0.0913375,0.711525,0.711525,0.033612500000000003,0.39375,0.249125,0.47625,8
2023-06-19,NVDA,0.32148333333333334,0.07476666666666666,0.6037833333333333,0.7294916666666666,0.09654166666666668,0.4083333333333334,0.30775,0.48895833333333333,12
2023-06-20,NVDA,0.19495294117647058,0.15499411764705884,0.6500764705882353,0.7172529411764706,0.012770588235294119,0.5794117647058823,0.3223705882352941,0.501764705882353,17
2023-06-21,NVDA,0.1756875,0.12896875,0.69536875,0.7015312499999999,0.016143750000000002,0.496875,0.33723125,0.4790625,16
2023-06-22,NVDA,0.24739583333333334,0.111875,0.6407625,0.7245624999999999,0.06079999999999999,0.5625,0.3373625,0.4691666666666667,24
2023-06-23,NVDA,0.2991058823529412,0.11474705882352942,0.5861705882352941,0.7654470588235294,0.08179999999999998,0.526470588235294,0.36067058823529413,0.47073529411764703,17
2023-06-24,NVDA,0.2522875,0.17515,0.5725625,0.6981375,0.0897,0.4875,0.3718375,0.374375,8
2023-06-25,NVDA,0.08101666666666667,0.1860166666666667,0.733,0.733,-0.020133333333333333,0.3666666666666667,0.22066666666666668,0.5183333333333333,6
2023-06-26,NVDA,0.18932352941176472,0.2029764705882353,0.6077470588235294,0.740164705882353,0.02539411764705882,0.4264705882352941,0.3244117647058824,0.5214705882352941,17
2023-06-27,NVDA,0.264641935483871,0.16518064516129033,0.5702064516129033,0.6990387096774194,0.01654838709677419,0.6241935483870968,0.4083483870967742,0.4173387096774194,31
2023-06-28,NVDA,0.22247027027027028,0.19119999999999998,0.5863621621621622,0.7416405405405405,-0.005727027027027024,0.5364864864864866,0.4042432432432433,0.45898648648648654,37
2023-06-29,NVDA,0.16711666666666666,0.21845416666666664,0.6144541666666666,0.6903708333333333,-0.03943333333333334,0.65,0.4039791666666666,0.4522916666666667,24
2023-06-30,NVDA,0.508526923076923,0.05865769230769231,0.43282307692307687,0.7446923076923077,0.28138846153846153,0.6057692307692307,0.5072423076923077,0.36250000000000004,26
2023-07-01,NVDA,0.16991818181818183,0.16665454545454544,0.6634545454545454,0.730890909090909,0.0214,0.5136363636363637,0.27997272727272726,0.4840909090909091,11
2023-07-02,NVDA,0.10345000000000001,0.19316250000000001,0.7034,0.7381875,-0.063775,0.51875,0.2662125,0.529375,8
2023-07-03,NVDA,0.3355913043478261,0.08321304347826088,0.5812043478260869,0.7379782608695653,0.16302608695652174,0.6304347826086957,0.3524652173913044,0.42326086956521736,23
2023-07-04,NVDA,0.27095555555555556,0.1365777777777778,0.5924888888888888,0.7021777777777778,0.044955555555555554,0.46111111111111114,0.3851111111111111,0.45944444444444443,9
2023-07-05,NVDA,0.26335384615384616,0.09885384615384617,0.6378153846153847,0.7168807692307693,0.09500384615384615,0.575,0.3559538461538461,0.4659615384615385,26
2023-07-06,NVDA,0.2771538461538462,0.11203846153846155,0.6108346153846154,0.7241230769230769,0.07963846153846155,0.45576923076923076,0.3521346153846154,0.4510576923076923,26
2023-07-07,NVDA,0.39413333333333334,0.10240000000000002,0.5035095238095239,0.748547619047619,0.2176142857142857,0.5809523809523809,0.4540809523809524,0.40059523809523806,21
2023-07-08,NVDA,0.19213333333333335,0.13576666666666667,0.6721199999999999,0.7114666666666667,0.02621333333333333,0.4,0.27410666666666667,0.5248333333333334,15
2023-07-09,NVDA,0.4168,0.0821,0.5011,0.5011,0.1748,0.65,0.438,0.1575,1
2023-07-10,NVDA,0.33892222222222224,0.12193333333333335,0.5391666666666667,0.7610222222222222,0.16990000000000002,0.5333333333333333,0.5514777777777778,0.41055555555555556,9
2023-07-11,NVDA,0.3242096774193548,0.09791935483870969,0.5779,0.7364258064516129,0.18463548387096773,0.6919354838709677,0.4120677419354839,0.4241935483870968,31
2023-07-12,NVDA,0.3251142857142857,0.09186190476190477,0.5830428571428572,0.7319476190476191,0.16536190476190477,0.5785714285714286,0.42345238095238097,0.46226190476190476,21
2023-07-13,NVDA,0.35305882352941176,0.10466470588235295,0.5423058823529412,0.7552588235294118,0.12889411764705883,0.6235294117647059,0.3932764705882353,0.45926470588235296,17
2023-07-14,NVDA,0.27362000000000003,0.20159333333333332,0.5248066666666666,0.76986,0.09325333333333334,0.5966666666666666,0.44316,0.431,15
2023-07-15,NVDA,0.20209999999999997,0.09857142857142857,0.6993571428571429,0.7263857142857143,0.020442857142857145,0.4571428571428572,0.26365714285714287,0.5425000000000001,7
2023-07-16,NVDA,0.13533333333333333,0.10246666666666666,0.7622666666666666,0.7622666666666666,0.007316666666666667,0.25,0.32111666666666666,0.5791666666666667,6
2023-07-17,NVDA,0.36419999999999997,0.09179565217391304,0.5440173913043478,0.7992347826086956,0.15421739130434783,0.5717391304347826,0.41049565217391304,0.4998913043478261,23
2023-07-18,NVDA,0.22710499999999997,0.14119500000000001,0.631735,0.7611950000000001,0.055915000000000006,0.4375,0.30923500000000004,0.49312500000000004,20
2023-07-19,NVDA,0.252275,0.12364375000000001,0.62410625,0.7559625,0.07875625,0.55625,0.3632125,0.4815625,16
2023-07-20,NVDA,0.40307333333333334,0.08898,0.5079733333333334,0.7230533333333333,0.18916666666666668,0.5433333333333333,0.47364666666666666,0.38333333333333336,15
2023-07-21,NVDA,0.23581500000000002,0.11949000000000001,0.64473,0.675915,0.055415000000000006,0.5325,0.432835,0.441,20
2023-07-22,NVDA,0.20214999999999997,0.24381666666666665,0.5540666666666666,0.7520666666666666,-0.14113333333333333,0.375,0.4924833333333334,0.49333333333333335,6
2023-07-23,NVDA,0.4002666666666667,0.07936666666666665,0.5203666666666666,0.555,0.14386666666666667,0.48333333333333334,0.5889000000000001,0.25333333333333335,3
2023-07-24,NVDA,0.30463684210526315,0.09573684210526316,0.5996736842105264,0.7743947368421052,0.1605421052631579,0.5,0.3715578947368421,0.4702631578947369,19
2023-07-25,NVDA,0.36388125,0.1380625,0.49805,0.64766875,0.1830125,0.66875,0.54326875,0.35828125,16
2023-07-26,NVDA,0.3060925925925926,0.09797037037037037,0.5959666666666666,0.7326296296296296,0.12403333333333333,0.5314814814814814,0.43908148148148146,0.4715740740740741,27
2023-07-27,NVDA,0.27136,0.154556,0.5741080000000001,0.7420680000000001,0.0003239999999999954,0.384,0.401372,0.4621,25
2023-07-28,NVDA,0.1451181818181818,0.13104545454545455,0.7238545454545454,0.7238545454545454,0.00021818181818181686,0.5363636363636363,0.32479090909090913,0.5275,11
2023-07-29,NVDA,0.25623333333333337,0.08521666666666668,0.6585666666666666,0.7362833333333333,0.06475,0.3666666666666667,0.2773333333333334,0.47333333333333333,6
2023-07-30,NVDA,0.16113333333333335,0.10393333333333334,0.7349666666666667,0.7349666666666667,0.010433333333333334,0.48333333333333334,0.2046666666666667,0.4925,3
2023-07-31,NVDA,0.2138625,0.09152500000000001,0.69464375,0.79411875,0.0597,0.34375,0.231975,0.62046875,16
2023-08-01,NVDA,0.259564705882353,0.09776470588235295,0.6427,0.7566588235294117,0.09681764705882352,0.5647058823529412,0.3463,0.5480882352941177,17
2023-08-02,NVDA,0.26092105263157894,0.15415263157894737,0.5849473684210527,0.7772736842105263,0.05917894736842105,0.42368421052631583,0.3915421052631579,0.5127631578947368,19
